,votes,eevp,eevp_source,timestamp,state,expected_votes,trump2016,votes2012,votes2016,vote_share_rep,vote_share_dem,vote_share_trd
1292,941515,18,edison,2020-11-04T01:26:57Z,georgia,5025000,2089104,3900050,4141445,0.568,0.422,0
1293,943775,18,edison,2020-11-04T01:28:00Z,georgia,5025000,2089104,3900050,4141445,0.568,0.422,0
1294,955466,18,edison,2020-11-04T01:29:03Z,georgia,5025000,2089104,3900050,4141445,0.57,0.42,0
1295,1068686,20,edison,2020-11-04T01:29:55Z,georgia,5025000,2089104,3900050,4141445,0.563,0.427,0
1296,1153531,22,edison,2020-11-04T01:30:56Z,georgia,5025000,2089104,3900050,4141445,0.562,0.428,0
1297,1154064,22,edison,2020-11-04T01:31:56Z,georgia,5025000,2089104,3900050,4141445,0.562,0.428,0
1298,1191945,22,edison,2020-11-04T01:32:58Z,georgia,5025000,2089104,3900050,4141445,0.558,0.432,0
1299,1191964,22,edison,2020-11-04T01:33:25Z,georgia,5025000,2089104,3900050,4141445,0.558,0.432,0
1300,1200228,23,edison,2020-11-04T01:33:55Z,georgia,5025000,2089104,3900050,4141445,0.559,0.431,0
1301,1201399,23,edison,2020-11-04T01:34:53Z,georgia,5025000,2089104,3900050,4141445,0.559,0.431,0
1302,1218222,23,edison,2020-11-04T01:35:55Z,georgia,5025000,2089104,3900050,4141445,0.562,0.428,0
1303,1219202,23,edison,2020-11-04T01:36:54Z,georgia,5025000,2089104,3900050,4141445,0.562,0.428,0
1304,1224273,23,edison,2020-11-04T01:36:59Z,georgia,5025000,2089104,3900050,4141445,0.563,0.427,0
1305,1227774,23,edison,2020-11-04T01:37:57Z,georgia,5025000,2089104,3900050,4141445,0.563,0.427,0
1306,1227800,23,edison,2020-11-04T01:38:19Z,georgia,5025000,2089104,3900050,4141445,0.563,0.427,0
1307,1232747,23,edison,2020-11-04T01:39:55Z,georgia,5025000,2089104,3900050,4141445,0.563,0.427,0
1308,1245972,24,edison,2020-11-04T01:40:53Z,georgia,5025000,2089104,3900050,4141445,0.566,0.424,0
1309,1260369,24,edison,2020-11-04T01:42:00Z,georgia,5025000,2089104,3900050,4141445,0.568,0.422,0
1310,1260381,24,edison,2020-11-04T01:42:47Z,georgia,5025000,2089104,3900050,4141445,0.568,0.422,0
1311,1315583,25,edison,2020-11-04T01:42:56Z,georgia,5025000,2089104,3900050,4141445,0.559,0.431,0
1312,1320201,25,edison,2020-11-04T01:43:55Z,georgia,5025000,2089104,3900050,4141445,0.56,0.43,0
1313,1362223,26,edison,2020-11-04T01:46:56Z,georgia,5025000,2089104,3900050,4141445,0.555,0.435,0
1314,1388244,26,edison,2020-11-04T01:47:56Z,georgia,5025000,2089104,3900050,4141445,0.558,0.432,0
1315,1409056,27,edison,2020-11-04T01:49:55Z,georgia,5025000,2089104,3900050,4141445,0.559,0.431,0
1316,1409070,27,edison,2020-11-04T01:50:53Z,georgia,5025000,2089104,3900050,4141445,0.559,0.431,0
1317,1472557,28,edison,2020-11-04T01:51:02Z,georgia,5025000,2089104,3900050,4141445,0.558,0.432,0
1318,1474832,28,edison,2020-11-04T01:51:28Z,georgia,5025000,2089104,3900050,4141445,0.558,0.432,0
1319,1496455,28,edison,2020-11-04T01:51:59Z,georgia,5025000,2089104,3900050,4141445,0.558,0.432,0
1320,1508133,28,edison,2020-11-04T01:53:09Z,georgia,5025000,2089104,3900050,4141445,0.559,0.431,0
1321,1562887,29,edison,2020-11-04T01:53:55Z,georgia,5025000,2089104,3900050,4141445,0.566,0.424,0
1322,1579565,30,edison,2020-11-04T01:54:55Z,georgia,5025000,2089104,3900050,4141445,0.569,0.421,0
1323,1579866,30,edison,2020-11-04T01:56:08Z,georgia,5025000,2089104,3900050,4141445,0.569,0.421,0
1324,1586264,30,edison,2020-11-04T01:56:54Z,georgia,5025000,2089104,3900050,4141445,0.569,0.42,0
1325,1587187,30,edison,2020-11-04T01:57:53Z,georgia,5025000,2089104,3900050,4141445,0.569,0.42,0
1326,1588059,30,edison,2020-11-04T01:58:53Z,georgia,5025000,2089104,3900050,4141445,0.57,0.42,0
1327,1608796,30,edison,2020-11-04T01:59:04Z,georgia,5025000,2089104,3900050,4141445,0.571,0.419,0
1328,1616088,30,edison,2020-11-04T01:59:54Z,georgia,5025000,2089104,3900050,4141445,0.571,0.418,0
1329,1617974,31,edison,2020-11-04T02:01:00Z,georgia,5025000,2089104,3900050,4141445,0.572,0.418,0
1330,1622252,31,edison,2020-11-04T02:01:57Z,georgia,5025000,2089104,3900050,4141445,0.572,0.418,0
1331,1622654,31,edison,2020-11-04T02:02:55Z,georgia,5025000,2089104,3900050,4141445,0.572,0.418,0
1332,1623243,31,edison,2020-11-04T02:03:30Z,georgia,5025000,2089104,3900050,4141445,0.572,0.418,0
1333,1626224,31,edison,2020-11-04T02:03:57Z,georgia,5025000,2089104,3900050,4141445,0.572,0.418,0
1334,1645075,31,edison,2020-11-04T02:04:55Z,georgia,5025000,2089104,3900050,4141445,0.574,0.415,0
1335,1654891,31,edison,2020-11-04T02:04:59Z,georgia,5025000,2089104,3900050,4141445,0.575,0.414,0
1336,1682849,32,edison,2020-11-04T02:06:18Z,georgia,5025000,2089104,3900050,4141445,0.575,0.414,0
1337,1685153,32,edison,2020-11-04T02:06:41Z,georgia,5025000,2089104,3900050,4141445,0.576,0.414,0
1338,1699536,32,edison,2020-11-04T02:06:59Z,georgia,5025000,2089104,3900050,4141445,0.577,0.413,0
1339,1704418,32,edison,2020-11-04T02:07:54Z,georgia,5025000,2089104,3900050,4141445,0.577,0.412,0
1340,1705834,32,edison,2020-11-04T02:08:55Z,georgia,5025000,2089104,3900050,4141445,0.578,0.412,0
1341,1710670,32,edison,2020-11-04T02:09:19Z,georgia,5025000,2089104,3900050,4141445,0.577,0.412,0
1342,1710693,32,edison,2020-11-04T02:09:47Z,georgia,5025000,2089104,3900050,4141445,0.577,0.412,0
1343,1713603,32,edison,2020-11-04T02:10:01Z,georgia,5025000,2089104,3900050,4141445,0.577,0.412,0
1344,1715363,32,edison,2020-11-04T02:10:55Z,georgia,5025000,2089104,3900050,4141445,0.578,0.412,0
1345,1762356,33,edison,2020-11-04T02:11:17Z,georgia,5025000,2089104,3900050,4141445,0.579,0.411,0
1346,1810333,34,edison,2020-11-04T02:12:02Z,georgia,5025000,2089104,3900050,4141445,0.581,0.408,0
1347,1810382,34,edison,2020-11-04T02:13:02Z,georgia,5025000,2089104,3900050,4141445,0.581,0.408,0
1348,1811008,34,edison,2020-11-04T02:13:28Z,georgia,5025000,2089104,3900050,4141445,0.581,0.408,0
1349,1843383,35,edison,2020-11-04T02:13:56Z,georgia,5025000,2089104,3900050,4141445,0.582,0.407,0
1350,1843391,35,edison,2020-11-04T02:14:24Z,georgia,5025000,2089104,3900050,4141445,0.582,0.407,0
1351,1928933,36,edison,2020-11-04T02:15:00Z,georgia,5025000,2089104,3900050,4141445,0.573,0.417,0
1352,1931908,36,edison,2020-11-04T02:15:54Z,georgia,5025000,2089104,3900050,4141445,0.573,0.416,0
1353,1933654,36,edison,2020-11-04T02:17:06Z,georgia,5025000,2089104,3900050,4141445,0.573,0.416,0
1354,1936604,37,edison,2020-11-04T02:17:54Z,georgia,5025000,2089104,3900050,4141445,0.574,0.416,0
1355,1936925,37,edison,2020-11-04T02:22:19Z,georgia,5025000,2089104,3900050,4141445,0.574,0.416,0
1356,1948605,37,edison,2020-11-04T02:22:45Z,georgia,5025000,2089104,3900050,4141445,0.575,0.414,0
1357,1949396,37,edison,2020-11-04T02:23:11Z,georgia,5025000,2089104,3900050,4141445,0.575,0.414,0
1358,2031459,38,edison,2020-11-04T02:23:57Z,georgia,5025000,2089104,3900050,4141445,0.573,0.417,0
1359,2076472,39,edison,2020-11-04T02:25:27Z,georgia,5025000,2089104,3900050,4141445,0.569,0.42,0
1360,2076953,39,edison,2020-11-04T02:25:50Z,georgia,5025000,2089104,3900050,4141445,0.569,0.42,0
1361,2076987,39,edison,2020-11-04T02:26:58Z,georgia,5025000,2089104,3900050,4141445,0.569,0.42,0
1362,2119178,40,edison,2020-11-04T02:28:41Z,georgia,5025000,2089104,3900050,4141445,0.569,0.42,0
1363,2135196,40,edison,2020-11-04T02:31:44Z,georgia,5025000,2089104,3900050,4141445,0.571,0.418,0
1364,2168141,41,edison,2020-11-04T02:34:13Z,georgia,5025000,2089104,3900050,4141445,0.572,0.417,0
1365,2172117,41,edison,2020-11-04T02:34:41Z,georgia,5025000,2089104,3900050,4141445,0.573,0.416,0
1366,2234599,42,edison,2020-11-04T02:35:31Z,georgia,5025000,2089104,3900050,4141445,0.574,0.415,0
1367,2304694,43,edison,2020-11-04T02:36:12Z,georgia,5025000,2089104,3900050,4141445,0.567,0.422,0
1368,2304753,43,edison,2020-11-04T02:36:54Z,georgia,5025000,2089104,3900050,4141445,0.567,0.422,0
1369,2306101,44,edison,2020-11-04T02:37:58Z,georgia,5025000,2089104,3900050,4141445,0.567,0.422,0
1370,2308498,44,edison,2020-11-04T02:38:34Z,georgia,5025000,2089104,3900050,4141445,0.567,0.421,0
1371,2319074,44,edison,2020-11-04T02:40:17Z,georgia,5025000,2089104,3900050,4141445,0.568,0.421,0
1372,2339069,44,edison,2020-11-04T02:40:32Z,georgia,5025000,2089104,3900050,4141445,0.568,0.421,0
1373,2360739,45,edison,2020-11-04T02:42:43Z,georgia,5025000,2089104,3900050,4141445,0.57,0.419,0
1374,2362885,45,edison,2020-11-04T02:43:35Z,georgia,5025000,2089104,3900050,4141445,0.57,0.419,0
1375,2367195,45,edison,2020-11-04T02:44:58Z,georgia,5025000,2089104,3900050,4141445,0.571,0.418,0
1376,2377081,45,edison,2020-11-04T02:46:01Z,georgia,5025000,2089104,3900050,4141445,0.571,0.418,0
1377,2437500,46,edison,2020-11-04T02:46:59Z,georgia,5025000,2089104,3900050,4141445,0.566,0.422,0
1378,2439693,46,edison,2020-11-04T02:49:11Z,georgia,5025000,2089104,3900050,4141445,0.566,0.422,0
1379,2450931,46,edison,2020-11-04T02:50:04Z,georgia,5025000,2089104,3900050,4141445,0.567,0.422,0
1380,2456703,46,edison,2020-11-04T02:50:23Z,georgia,5025000,2089104,3900050,4141445,0.567,0.421,0
1381,2491325,47,edison,2020-11-04T02:50:40Z,georgia,5025000,2089104,3900050,4141445,0.567,0.421,0
1382,2491404,47,edison,2020-11-04T02:50:57Z,georgia,5025000,2089104,3900050,4141445,0.567,0.421,0
1383,2493107,47,edison,2020-11-04T02:51:39Z,georgia,5025000,2089104,3900050,4141445,0.568,0.421,0
1384,2503613,47,edison,2020-11-04T02:52:21Z,georgia,5025000,2089104,3900050,4141445,0.568,0.421,0
1385,2503616,47,edison,2020-11-04T02:52:51Z,georgia,5025000,2089104,3900050,4141445,0.568,0.421,0
1386,2503630,47,edison,2020-11-04T02:54:20Z,georgia,5025000,2089104,3900050,4141445,0.568,0.421,0
1387,2505309,47,edison,2020-11-04T02:54:49Z,georgia,5025000,2089104,3900050,4141445,0.568,0.421,0
1388,2510681,47,edison,2020-11-04T02:55:05Z,georgia,5025000,2089104,3900050,4141445,0.568,0.42,0
1389,2599595,49,edison,2020-11-04T02:55:28Z,georgia,5025000,2089104,3900050,4141445,0.564,0.425,0
1390,2609118,49,edison,2020-11-04T02:55:54Z,georgia,5025000,2089104,3900050,4141445,0.565,0.424,0
1391,2665442,50,edison,2020-11-04T02:59:47Z,georgia,5025000,2089104,3900050,4141445,0.56,0.428,0
1392,2682331,51,edison,2020-11-04T03:00:18Z,georgia,5025000,2089104,3900050,4141445,0.558,0.43,0
1393,2687734,51,edison,2020-11-04T03:00:48Z,georgia,5025000,2089104,3900050,4141445,0.559,0.43,0
1394,2693433,51,edison,2020-11-04T03:02:54Z,georgia,5025000,2089104,3900050,4141445,0.559,0.429,0
1395,2717317,51,edison,2020-11-04T03:05:34Z,georgia,5025000,2089104,3900050,4141445,0.558,0.431,0
1396,2727004,51,edison,2020-11-04T03:06:34Z,georgia,5025000,2089104,3900050,4141445,0.558,0.431,0
1397,2732639,52,edison,2020-11-04T03:06:45Z,georgia,5025000,2089104,3900050,4141445,0.558,0.43,0
1398,2736879,52,edison,2020-11-04T03:08:38Z,georgia,5025000,2089104,3900050,4141445,0.558,0.431,0
1399,2737770,52,edison,2020-11-04T03:09:07Z,georgia,5025000,2089104,3900050,4141445,0.558,0.431,0
1400,2738068,52,edison,2020-11-04T03:11:13Z,georgia,5025000,2089104,3900050,4141445,0.558,0.431,0
1401,2738071,52,edison,2020-11-04T03:11:26Z,georgia,5025000,2089104,3900050,4141445,0.558,0.431,0
1402,2743512,52,edison,2020-11-04T03:12:28Z,georgia,5025000,2089104,3900050,4141445,0.558,0.431,0
1403,2747420,52,edison,2020-11-04T03:14:17Z,georgia,5025000,2089104,3900050,4141445,0.558,0.431,0
1404,2747421,52,edison,2020-11-04T03:15:32Z,georgia,5025000,2089104,3900050,4141445,0.558,0.431,0
1405,2751910,52,edison,2020-11-04T03:16:53Z,georgia,5025000,2089104,3900050,4141445,0.558,0.43,0
1406,2760835,52,edison,2020-11-04T03:17:54Z,georgia,5025000,2089104,3900050,4141445,0.558,0.43,0
1407,2764585,52,edison,2020-11-04T03:18:54Z,georgia,5025000,2089104,3900050,4141445,0.558,0.43,0
1408,2781999,52,edison,2020-11-04T03:19:45Z,georgia,5025000,2089104,3900050,4141445,0.559,0.429,0
1409,2782340,52,edison,2020-11-04T03:21:21Z,georgia,5025000,2089104,3900050,4141445,0.559,0.429,0
1410,2785339,53,edison,2020-11-04T03:21:49Z,georgia,5025000,2089104,3900050,4141445,0.559,0.429,0
1411,2842553,54,edison,2020-11-04T03:23:48Z,georgia,5025000,2089104,3900050,4141445,0.56,0.428,0
1412,2894907,55,edison,2020-11-04T03:23:54Z,georgia,5025000,2089104,3900050,4141445,0.557,0.431,0
1413,2894989,55,edison,2020-11-04T03:25:16Z,georgia,5025000,2089104,3900050,4141445,0.557,0.431,0
1414,2895064,55,edison,2020-11-04T03:25:34Z,georgia,5025000,2089104,3900050,4141445,0.557,0.431,0
1415,2895553,55,edison,2020-11-04T03:27:15Z,georgia,5025000,2089104,3900050,4141445,0.557,0.431,0
1416,2931544,55,edison,2020-11-04T03:28:30Z,georgia,5025000,2089104,3900050,4141445,0.554,0.434,0
1417,2931640,55,edison,2020-11-04T03:29:54Z,georgia,5025000,2089104,3900050,4141445,0.554,0.434,0
1418,2936909,55,edison,2020-11-04T03:30:13Z,georgia,5025000,2089104,3900050,4141445,0.554,0.434,0
1419,2942816,56,edison,2020-11-04T03:31:30Z,georgia,5025000,2089104,3900050,4141445,0.554,0.434,0
1420,2977051,56,edison,2020-11-04T03:31:54Z,georgia,5025000,2089104,3900050,4141445,0.554,0.434,0
1421,3013034,57,edison,2020-11-04T03:34:03Z,georgia,5025000,2089104,3900050,4141445,0.555,0.433,0
1422,3034607,57,edison,2020-11-04T03:34:11Z,georgia,5025000,2089104,3900050,4141445,0.556,0.432,0
1423,3045296,57,edison,2020-11-04T03:35:06Z,georgia,5025000,2089104,3900050,4141445,0.556,0.432,0
1424,3053727,58,edison,2020-11-04T03:36:53Z,georgia,5025000,2089104,3900050,4141445,0.556,0.432,0
1425,3053751,58,edison,2020-11-04T03:37:30Z,georgia,5025000,2089104,3900050,4141445,0.556,0.432,0
1426,3063437,58,edison,2020-11-04T03:38:52Z,georgia,5025000,2089104,3900050,4141445,0.557,0.431,0
1427,3070925,58,edison,2020-11-04T03:40:13Z,georgia,5025000,2089104,3900050,4141445,0.557,0.431,0
1428,3072418,58,edison,2020-11-04T03:41:58Z,georgia,5025000,2089104,3900050,4141445,0.557,0.431,0
1429,3078921,58,edison,2020-11-04T03:43:46Z,georgia,5025000,2089104,3900050,4141445,0.556,0.432,0
1430,3078999,58,edison,2020-11-04T03:45:25Z,georgia,5025000,2089104,3900050,4141445,0.556,0.432,0
1431,3108383,59,edison,2020-11-04T03:46:21Z,georgia,5025000,2089104,3900050,4141445,0.553,0.434,0
1432,3113736,59,edison,2020-11-04T03:46:44Z,georgia,5025000,2089104,3900050,4141445,0.554,0.434,0
1433,3127449,59,edison,2020-11-04T03:49:32Z,georgia,5025000,2089104,3900050,4141445,0.553,0.435,0
1434,3128849,59,edison,2020-11-04T03:50:20Z,georgia,5025000,2089104,3900050,4141445,0.553,0.435,0
1435,3157350,60,edison,2020-11-04T03:52:34Z,georgia,5025000,2089104,3900050,4141445,0.555,0.433,0
1436,3210899,61,edison,2020-11-04T03:55:36Z,georgia,5025000,2089104,3900050,4141445,0.553,0.434,0
1437,3290136,62,edison,2020-11-04T03:57:52Z,georgia,5025000,2089104,3900050,4141445,0.543,0.445,0
1438,3291550,62,edison,2020-11-04T04:00:40Z,georgia,5025000,2089104,3900050,4141445,0.543,0.445,0
1439,3291574,62,edison,2020-11-04T04:01:43Z,georgia,5025000,2089104,3900050,4141445,0.543,0.445,0
1440,3291575,62,edison,2020-11-04T04:04:30Z,georgia,5025000,2089104,3900050,4141445,0.543,0.445,0
1441,3361651,63,edison,2020-11-04T04:06:43Z,georgia,5025000,2089104,3900050,4141445,0.546,0.442,0
1442,3368625,64,edison,2020-11-04T04:13:48Z,georgia,5025000,2089104,3900050,4141445,0.546,0.442,0
1443,3419813,65,edison,2020-11-04T04:14:14Z,georgia,5025000,2089104,3900050,4141445,0.544,0.444,0
1444,3421109,65,edison,2020-11-04T04:14:35Z,georgia,5025000,2089104,3900050,4141445,0.544,0.444,0
1445,3443180,65,edison,2020-11-04T04:15:33Z,georgia,5025000,2089104,3900050,4141445,0.545,0.443,0
1446,3444469,65,edison,2020-11-04T04:16:02Z,georgia,5025000,2089104,3900050,4141445,0.545,0.443,0
1447,3444481,65,edison,2020-11-04T04:16:46Z,georgia,5025000,2089104,3900050,4141445,0.545,0.443,0
1448,3525742,67,edison,2020-11-04T04:17:23Z,georgia,5025000,2089104,3900050,4141445,0.542,0.446,0
1449,3525743,67,edison,2020-11-04T04:22:09Z,georgia,5025000,2089104,3900050,4141445,0.542,0.446,0
1450,3526491,67,edison,2020-11-04T04:23:20Z,georgia,5025000,2089104,3900050,4141445,0.542,0.446,0
1451,3526568,67,edison,2020-11-04T04:25:22Z,georgia,5025000,2089104,3900050,4141445,0.542,0.446,0
1452,3528484,67,edison,2020-11-04T04:26:17Z,georgia,5025000,2089104,3900050,4141445,0.542,0.446,0
1453,3560043,67,edison,2020-11-04T04:30:05Z,georgia,5025000,2089104,3900050,4141445,0.541,0.446,0
1454,3568321,67,edison,2020-11-04T04:31:59Z,georgia,5025000,2089104,3900050,4141445,0.54,0.447,0
1455,3584425,68,edison,2020-11-04T04:34:04Z,georgia,5025000,2089104,3900050,4141445,0.54,0.448,0
1456,3586334,68,edison,2020-11-04T04:35:49Z,georgia,5025000,2089104,3900050,4141445,0.54,0.447,0
1457,3595454,70,edison,2020-11-04T04:39:19Z,georgia,5025000,2089104,3900050,4141445,0.54,0.448,0
1458,3780874,74,edison,2020-11-04T04:41:09Z,georgia,5025000,2089104,3900050,4141445,0.534,0.454,0
1459,3780998,74,edison,2020-11-04T04:41:21Z,georgia,5025000,2089104,3900050,4141445,0.534,0.454,0
1460,3783078,74,edison,2020-11-04T04:42:34Z,georgia,5025000,2089104,3900050,4141445,0.534,0.454,0
1461,3786387,74,edison,2020-11-04T04:44:20Z,georgia,5025000,2089104,3900050,4141445,0.534,0.454,0
1462,3800729,74,edison,2020-11-04T04:46:26Z,georgia,5025000,2089104,3900050,4141445,0.535,0.453,0
1463,3801470,74,edison,2020-11-04T04:47:43Z,georgia,5025000,2089104,3900050,4141445,0.535,0.453,0
1464,3801772,74,edison,2020-11-04T04:48:28Z,georgia,5025000,2089104,3900050,4141445,0.535,0.453,0
1465,3801884,74,edison,2020-11-04T04:48:54Z,georgia,5025000,2089104,3900050,4141445,0.534,0.453,0
1466,3804335,74,edison,2020-11-04T04:49:03Z,georgia,5025000,2089104,3900050,4141445,0.535,0.453,0
1467,3833502,75,edison,2020-11-04T04:51:10Z,georgia,5025000,2089104,3900050,4141445,0.535,0.453,0
1468,3833504,75,edison,2020-11-04T04:52:04Z,georgia,5025000,2089104,3900050,4141445,0.535,0.453,0
1469,3918455,76,edison,2020-11-04T04:53:58Z,georgia,5025000,2089104,3900050,4141445,0.539,0.449,0
1470,3956765,77,edison,2020-11-04T04:55:55Z,georgia,5025000,2089104,3900050,4141445,0.541,0.447,0
1471,3982772,78,edison,2020-11-04T04:58:39Z,georgia,5025000,2089104,3900050,4141445,0.541,0.447,0
1472,4010627,78,edison,2020-11-04T05:02:37Z,georgia,5025000,2089104,3900050,4141445,0.538,0.449,0
1473,4010628,78,edison,2020-11-04T05:05:14Z,georgia,5025000,2089104,3900050,4141445,0.538,0.449,0
1474,4012673,78,edison,2020-11-04T05:05:49Z,georgia,5025000,2089104,3900050,4141445,0.538,0.449,0
1475,4065554,79,edison,2020-11-04T05:08:33Z,georgia,5025000,2089104,3900050,4141445,0.534,0.454,0
1476,4088909,80,edison,2020-11-04T05:14:30Z,georgia,5025000,2089104,3900050,4141445,0.534,0.454,0
1477,4112396,80,edison,2020-11-04T05:18:58Z,georgia,5025000,2089104,3900050,4141445,0.53,0.458,0
1478,4115565,80,edison,2020-11-04T05:19:48Z,georgia,5025000,2089104,3900050,4141445,0.53,0.458,0
1479,4116531,80,edison,2020-11-04T05:20:27Z,georgia,5025000,2089104,3900050,4141445,0.53,0.458,0
1480,4129470,80,edison,2020-11-04T05:22:15Z,georgia,5025000,2089104,3900050,4141445,0.53,0.457,0
1481,4129613,80,edison,2020-11-04T05:23:16Z,georgia,5025000,2089104,3900050,4141445,0.53,0.457,0
1482,4130706,81,edison,2020-11-04T05:24:34Z,georgia,5025000,2089104,3900050,4141445,0.53,0.457,0
1483,4130761,81,edison,2020-11-04T05:24:45Z,georgia,5025000,2089104,3900050,4141445,0.53,0.457,0
1484,4131948,81,edison,2020-11-04T05:30:03Z,georgia,5025000,2089104,3900050,4141445,0.53,0.457,0
1485,4135390,81,edison,2020-11-04T05:30:58Z,georgia,5025000,2089104,3900050,4141445,0.53,0.457,0
1486,4137030,81,edison,2020-11-04T05:32:38Z,georgia,5025000,2089104,3900050,4141445,0.53,0.457,0
1487,4177709,81,edison,2020-11-04T05:35:26Z,georgia,5025000,2089104,3900050,4141445,0.53,0.458,0
1488,4177828,81,edison,2020-11-04T05:37:31Z,georgia,5025000,2089104,3900050,4141445,0.53,0.458,0
1489,4177851,81,edison,2020-11-04T05:45:17Z,georgia,5025000,2089104,3900050,4141445,0.53,0.458,0
1490,4204269,82,edison,2020-11-04T05:51:49Z,georgia,5025000,2089104,3900050,4141445,0.529,0.458,0
1491,4280604,83,edison,2020-11-04T05:55:11Z,georgia,5025000,2089104,3900050,4141445,0.526,0.462,0
1492,4312570,84,edison,2020-11-04T05:57:38Z,georgia,5025000,2089104,3900050,4141445,0.523,0.465,0
1493,4331360,84,edison,2020-11-04T05:58:03Z,georgia,5025000,2089104,3900050,4141445,0.523,0.465,0
1494,4331405,84,edison,2020-11-04T06:00:21Z,georgia,5025000,2089104,3900050,4141445,0.523,0.465,0
1495,4358997,85,edison,2020-11-04T06:01:09Z,georgia,5025000,2089104,3900050,4141445,0.521,0.467,0
1496,4367114,85,edison,2020-11-04T06:06:06Z,georgia,5025000,2089104,3900050,4141445,0.521,0.467,0
1497,4338148,85,edison,2020-11-04T06:12:24Z,georgia,5025000,2089104,3900050,4141445,0.522,0.466,0
1498,4365353,85,edison,2020-11-04T06:19:49Z,georgia,5025000,2089104,3900050,4141445,0.523,0.464,0
1499,4394834,86,edison,2020-11-04T06:21:49Z,georgia,5025000,2089104,3900050,4141445,0.523,0.464,0
1500,4463227,87,edison,2020-11-04T06:23:49Z,georgia,5025000,2089104,3900050,4141445,0.52,0.467,0
1501,4463897,87,edison,2020-11-04T06:32:50Z,georgia,5025000,2089104,3900050,4141445,0.52,0.467,0
1502,4626656,90,edison,2020-11-04T06:34:49Z,georgia,5025000,2089104,3900050,4141445,0.508,0.48,0
1503,4671046,91,edison,2020-11-04T06:36:50Z,georgia,5025000,2089104,3900050,4141445,0.506,0.481,0
1504,4671331,91,edison,2020-11-04T07:04:51Z,georgia,5025000,2089104,3900050,4141445,0.506,0.481,0
1505,4673913,91,edison,2020-11-04T07:05:51Z,georgia,5025000,2089104,3900050,4141445,0.506,0.481,0
1506,4674493,91,edison,2020-11-04T07:46:55Z,georgia,5025000,2089104,3900050,4141445,0.506,0.481,0
1507,4674661,91,edison,2020-11-04T07:58:51Z,georgia,5025000,2089104,3900050,4141445,0.506,0.481,0
1508,4719993,92,edison,2020-11-04T08:14:56Z,georgia,5025000,2089104,3900050,4141445,0.505,0.483,0
1509,4723235,92,edison,2020-11-04T12:12:37Z,georgia,5025000,2089104,3900050,4141445,0.505,0.483,0
1510,4723313,92,edison,2020-11-04T13:59:53Z,georgia,5025000,2089104,3900050,4141445,0.505,0.483,0
1511,4723815,92,edison,2020-11-04T16:32:54Z,georgia,5025000,2089104,3900050,4141445,0.505,0.483,0
1512,4725910,92,edison,2020-11-04T16:34:54Z,georgia,5025000,2089104,3900050,4141445,0.505,0.483,0
1513,4727105,92,edison,2020-11-04T16:35:51Z,georgia,5025000,2089104,3900050,4141445,0.505,0.483,0
1514,4746349,93,edison,2020-11-04T17:12:53Z,georgia,5025000,2089104,3900050,4141445,0.503,0.485,0
1515,4746596,93,edison,2020-11-04T17:39:52Z,georgia,5025000,2089104,3900050,4141445,0.503,0.485,0
1516,4749034,93,edison,2020-11-04T17:43:50Z,georgia,5025000,2089104,3900050,4141445,0.503,0.485,0
1517,4751410,93,edison,2020-11-04T17:48:51Z,georgia,5025000,2089104,3900050,4141445,0.503,0.485,0
1518,4755539,93,edison,2020-11-04T18:30:58Z,georgia,5025000,2089104,3900050,4141445,0.503,0.485,0
1519,4755541,93,edison,2020-11-04T18:34:51Z,georgia,5025000,2089104,3900050,4141445,0.503,0.485,0
1520,4756040,93,edison,2020-11-04T19:10:51Z,georgia,5025000,2089104,3900050,4141445,0.503,0.485,0
1521,4756331,93,edison,2020-11-04T19:26:50Z,georgia,5025000,2089104,3900050,4141445,0.503,0.485,0
1522,4756411,93,edison,2020-11-04T19:30:51Z,georgia,5025000,2089104,3900050,4141445,0.503,0.485,0
1523,4757222,93,edison,2020-11-04T19:34:50Z,georgia,5025000,2089104,3900050,4141445,0.503,0.485,0
1524,4763146,93,edison,2020-11-04T19:42:51Z,georgia,5025000,2089104,3900050,4141445,0.502,0.485,0
1525,4768051,93,edison,2020-11-04T20:12:54Z,georgia,5025000,2089104,3900050,4141445,0.502,0.486,0
1526,4768052,93,edison,2020-11-04T20:32:50Z,georgia,5025000,2089104,3900050,4141445,0.502,0.486,0
1527,4768063,93,edison,2020-11-04T20:39:50Z,georgia,5025000,2089104,3900050,4141445,0.502,0.486,0
1528,4768064,93,edison,2020-11-04T20:47:51Z,georgia,5025000,2089104,3900050,4141445,0.502,0.486,0
1529,4774621,93,edison,2020-11-04T20:49:54Z,georgia,5025000,2089104,3900050,4141445,0.502,0.486,0
1530,4778047,93,edison,2020-11-04T20:51:52Z,georgia,5025000,2089104,3900050,4141445,0.502,0.486,0
1531,4778390,93,edison,2020-11-04T21:11:53Z,georgia,5025000,2089104,3900050,4141445,0.502,0.486,0
1532,4779081,93,edison,2020-11-04T21:28:53Z,georgia,5025000,2089104,3900050,4141445,0.502,0.486,0
1533,4779656,93,edison,2020-11-04T21:31:51Z,georgia,5025000,2089104,3900050,4141445,0.502,0.486,0
1534,4796608,94,edison,2020-11-04T21:43:52Z,georgia,5025000,2089104,3900050,4141445,0.501,0.487,0
1535,4798246,94,edison,2020-11-04T21:54:51Z,georgia,5025000,2089104,3900050,4141445,0.501,0.487,0
